id,name,city,country,iata_code,lat,lng,links_count,objectID
340,"Enfidha - Zine El Abidine Ben Ali International Airport",Enfidha,Tunisia,NBE,36.075833,10.438611,90,7447
341,"Darwin Intl",Darwin,Australia,DRW,-12.4083333,130.87266,90,3999
342,Zvartnots,Yerevan,Armenia,EVN,40.147275,44.395881,90,3964
343,Manas,Bishkek,Kyrgyzstan,FRU,43.061306,74.477556,90,2912
344,"Reina Beatrix Intl",Oranjestad,Aruba,AUA,12.501389,-70.015221,90,2895
345,Souda,Chania,Greece,CHQ,35.531747,24.149678,90,1474
346,Kos,Kos,Greece,KGS,36.793335,27.091667,90,1458
347,"Sangster Intl","Montego Bay",Jamaica,MBJ,18.503717,-77.913358,89,1780
348,"Ottawa Macdonald Cartier Intl",Ottawa,Canada,YOW,45.3225,-75.669167,89,100
349,"Quanzhou Airport",Quanzhou,China,JJN,24.7964,118.59,88,6386
350,"Palm Beach Intl","West Palm Beach","United States",PBI,26.683161,-80.095589,88,3722
351,"Tribhuvan Intl",Kathmandu,Nepal,KTM,27.696583,85.3591,88,3125
352,"Jose Marti Intl",Havana,Cuba,HAV,22.989153,-82.409086,87,1909
353,"Cape Town Intl","Cape Town","South Africa",CPT,-33.964806,18.601667,86,797
354,Vaernes,Trondheim,Norway,TRD,63.457556,10.92425,86,665
355,"John Wayne Arpt Orange Co","Santa Ana","United States",SNA,33.675667,-117.868222,86,3867
356,"Salgado Filho","Porto Alegre",Brazil,POA,-29.994428,-51.171428,86,2599
357,"Afonso Pena",Curitiba,Brazil,CWB,-25.528475,-49.175775,86,2545
358,Torino,Torino,Italy,TRN,45.200761,7.649631,86,1526
359,Elmas,Cagliari,Italy,CAG,39.251469,9.054283,86,1519
360,"Male Intl",Male,Maldives,MLE,4.191833,73.529128,85,3156
361,Zagreb,Zagreb,Croatia,ZAG,45.742931,16.068778,85,1208
362,"Pafos Intl",Paphos,Cyprus,PFO,34.718039,32.485731,85,1198
363,Kahului,Kahului,"United States",OGG,20.89865,-156.430458,84,3456
364,"Penang Intl",Penang,Malaysia,PEN,5.297139,100.276864,84,3308
365,"Thiruvananthapuram Intl",Trivandrum,India,TRV,8.482122,76.920114,84,3153
366,"Osaka Intl",Osaka,Japan,ITM,34.785528,135.438222,84,2334
367,"Albuquerque International Sunport",Albuquerque,"United States",ABQ,35.0402222,-106.6091944,83,4019
368,"Louisville International Airport",Louisville,"United States",SDF,38.1740858,-85.7364989,83,4014
369,"Nadi Intl",Nandi,Fiji,NAN,-17.755392,177.443378,83,1960
370,"General Abelardo L Rodriguez Intl",Tijuana,Mexico,TIJ,32.541064,-116.970158,83,1847
371,"Sir Seewoosagur Ramgoolam Intl",Plaisance,Mauritius,MRU,-20.430235,57.6836,82,893
372,Dyce,Aberdeen,"United Kingdom",ABZ,57.201944,-2.197778,82,532
373,Irkutsk,Irkutsk,Russia,IKT,52.268028,104.388975,82,2937
374,"Will Rogers World","Oklahoma City","United States",OKC,35.393089,-97.600733,81,3863
375,"Borg El Arab Intl",Alexandria,Egypt,HBE,30.917669,29.696408,81,3410
376,"Siem Reap",Siem-reap,Cambodia,REP,13.410666,103.81284,81,3035
377,"Winnipeg Intl",Winnipeg,Canada,YWG,49.910036,-97.239886,81,160
378,Khartoum,Khartoum,Sudan,KRT,15.589497,32.553161,81,1175
379,Cadjehoun,Cotonou,Benin,COO,6.357228,2.384353,80,245
380,Sungshan,Taipei,Taiwan,TSA,25.069722,121.5525,80,2275
381,Lesquin,Lille,France,LIL,50.561942,3.089444,80,1399
382,"Leipzig Halle",Leipzig,Germany,LEJ,51.432447,12.241633,79,348
383,"Hurghada Intl",Hurghada,Egypt,HRG,27.178317,33.799436,79,1130
384,"Mariscal Sucre Intl",Quito,Ecuador,UIO,-0.141144,-78.488214,78,2688
385,Gimpo,Seoul,"South Korea",GMP,37.558311,126.790586,78,2378
386,"Shiraz Shahid Dastghaib Intl",Shiraz,Iran,SYZ,29.539242,52.589786,78,2157
387,"Campo Dell Oro",Ajaccio,France,AJA,41.923637,8.802917,78,1324
388,"Kigali Intl",Kigali,Rwanda,KGL,-1.968628,30.13945,78,1165
389,"Faa\\'a International",Papeete,"French Polynesia",PPT,-17.556667,-149.611389,77,4075
390,"Sharm El Sheikh Intl","Sharm El Sheikh",Egypt,SSH,27.977222,34.394722,77,4057
391,"La Aurora","Guatemala City",Guatemala,GUA,14.583272,-90.527475,77,1767
392,Villafranca,Villafranca,Italy,VRN,45.395706,10.888533,77,1550
393,Jersey,Jersey,Jersey,JER,49.207947,-2.195508,76,499
394,Niederrhein,Weeze,Germany,NRN,51.602222,6.141944,76,4198
395,Tallinn,"Tallinn-ulemiste International",Estonia,TLL,59.413317,24.832844,76,415
396,"Richmond Intl",Richmond,"United States",RIC,37.505167,-77.319667,76,3608
397,Yakutsk,Yakutsk,Russia,YKS,62.09325,129.770672,76,2923
398,Treviso,Treviso,Italy,TSF,45.6484,12.194422,76,1539
399,"Sanaa Intl",Sanaa,Yemen,SAH,15.476258,44.219739,75,3980
400,"Dallas Love Fld",Dallas,"United States",DAL,32.847111,-96.851778,75,3502
401,Novy,Khabarovsk,Russia,KHV,48.528044,135.188361,75,2927
402,Torp,Sandefjord,Norway,TRF,59.186703,10.258628,74,664
403,Moss,Rygge,Norway,RYG,59.378933,10.785389,74,657
404,Changzhou,Changzhou,China,CZX,31.941667,119.711667,74,4109
405,"Norfolk Intl",Norfolk,"United States",ORF,36.894611,-76.201222,74,3611
406,Zarzis,Djerba,Tunisia,DJE,33.875031,10.775461,73,293
407,Sepinggan,Balikpapan,Indonesia,BPN,-1.268272,116.894478,72,3919
408,"Guararapes Gilberto Freyre Intl",Recife,Brazil,REC,-8.126794,-34.923039,72,2610
409,"Christchurch Intl",Christchurch,"New Zealand",CHC,-43.489358,172.532225,72,2009
410,Poretta,Bastia,France,BIA,42.552664,9.483731,72,1321
411,"Tirana Rinas",Tirana,Albania,TIA,41.414742,19.720561,72,1190
412,"Wai Sha Airport",Shantou,China,SWA,23.4,116.683,71,4302
413,"Buffalo Niagara Intl",Buffalo,"United States",BUF,42.940525,-78.732167,71,3820
414,"Birmingham Intl",Birmingham,"United States",BHM,33.562942,-86.75355,71,3811
415,"Jose Joaquin De Olmedo Intl",Guayaquil,Ecuador,GYE,-2.157419,-79.883558,71,2673
416,"Pinto Martins Intl",Fortaleza,Brazil,FOR,-3.776283,-38.532556,71,2559
417,"Belfast Intl",Belfast,"United Kingdom",BFS,54.6575,-6.215833,70,465
418,Ahmedabad,Ahmedabad,India,AMD,23.077242,72.63465,70,2994
419,Piarco,Port-of-spain,"Trinidad and Tobago",POS,10.595369,-61.337242,70,2902
420,"Val De Cans Intl",Belem,Brazil,BEL,-1.37925,-48.476292,70,2526
421,"Guam Intl",Agana,Guam,GUM,13.48345,144.795983,70,2246
422,Santiago,Santiago,Spain,SCQ,42.896333,-8.415144,70,1243
423,Menorca,Menorca,Spain,MAH,39.862597,4.218647,70,1231
424,Tbilisi,Tbilisi,Georgia,TBS,41.669167,44.954722,69,3973
425,"Charleston Afb Intl",Charleston,"United States",CHS,32.898647,-80.040528,69,3806
426,"Eppley Afld",Omaha,"United States",OMA,41.303167,-95.894069,69,3454
427,"V C Bird Intl",Antigua,"Antigua and Barbuda",ANU,17.136749,-61.792667,69,2874
428,Salzburg,Salzburg,Austria,SZG,47.793304,13.004333,69,1612
429,Entzheim,Strasbourg,France,SXB,48.538319,7.628233,69,1435
430,Cork,Cork,Ireland,ORK,51.841269,-8.491111,68,596
431,"Myrtle Beach Intl","Myrtle Beach","United States",MYR,33.67975,-78.928333,68,3515
432,Pune,Pune,India,PNQ,18.582111,73.919697,68,3017
433,"Es Senia",Oran,Algeria,ORN,35.623858,-0.621183,68,231
434,"Chisinau Intl",Chisinau,Moldova,KIV,46.927744,28.930978,68,1735
435,"Lusaka Intl",Lusaka,Zambia,LUN,-15.330817,28.452628,67,907
436,Dortmund,Dortmund,Germany,DTM,51.518314,7.612242,67,373
437,"Entebbe Intl",Entebbe,Uganda,EBB,0.042386,32.443503,67,1187
438,"Mwalimu Julius K Nyerere Intl","Dar Es Salaam",Tanzania,DAR,-6.878111,39.202625,67,1177
439,Strachowice,Wroclaw,Poland,WRO,51.102683,16.885836,66,680
440,"Khudzhand Airport",Khudzhand,Tajikistan,LBD,40.2154,69.6947,66,6147
441,Rotterdam,Rotterdam,Netherlands,RTM,51.956944,4.437222,66,591
442,Southampton,Southampton,"United Kingdom",SOU,50.950261,-1.356803,66,495
443,"Danang Intl",Danang,Vietnam,DAD,16.043917,108.19937,66,3196
444,"Cyril E King","St. Thomas","Virgin Islands",STT,18.337306,-64.973361,66,2883
445,"Marechal Rondon",Cuiaba,Brazil,CGB,-15.652931,-56.116719,66,2548
446,Ouagadougou,Ouagadougou,"Burkina Faso",OUA,12.353194,-1.512417,66,246
447,Ljubljana,Ljubljana,Slovenia,LJU,46.223686,14.457611,66,1569
448,"Tenerife Norte",Tenerife,Spain,TFN,28.482653,-16.341536,66,1057
449,"Phoenix-Mesa Gateway",Mesa,"United States",AZA,33.307833,-111.655,64,6505
450,"James M Cox Dayton Intl",Dayton,"United States",DAY,39.902375,-84.219375,64,3627
451,"Eduardo Gomes Intl",Manaus,Brazil,MAO,-3.038611,-60.049721,64,2551
452,"Wellington Intl",Wellington,"New Zealand",WLG,-41.327221,174.805278,64,2042
453,"Lokpriya Gopinath Bordoloi International Airport",Guwahati,India,GAU,26.106092,91.585939,63,6173
454,Cardiff,Cardiff,"United Kingdom",CWL,51.396667,-3.343333,63,488
455,"Bodrum - Milas",Bodrum,Turkey,BJV,37.249,27.667,63,4315
456,Hato,Willemstad,"Netherlands Antilles",CUR,12.188853,-68.959803,63,2897
457,Skavsta,Stockholm,Sweden,NYO,58.788636,16.912189,62,699
458,"Mc Ghee Tyson",Knoxville,"United States",TYS,35.810972,-83.994028,62,3676
459,"Tucson Intl",Tucson,"United States",TUS,32.116083,-110.941028,62,3636
460,"St Petersburg Clearwater Intl","St. Petersburg","United States",PIE,27.910167,-82.687389,62,3617
461,Sendai,Sendai,Japan,SDJ,38.139722,140.916944,62,2347
462,Providenciales,Providenciales,"Turks and Caicos Islands",PLS,21.773625,-72.265886,62,1754
463,Alghero,Alghero,Italy,AHO,40.632133,8.290772,62,1517
464,Calicut,Calicut,India,CCJ,11.136839,75.9553,61,3137
465,"Phnom Penh Intl",Phnom-penh,Cambodia,PNH,11.546556,104.844139,61,3034
466,"Santos Dumont","Rio De Janeiro",Brazil,SDU,-22.910461,-43.163133,61,2612
467,Lhasa-Gonggar,Lhasa,China,LXA,29.297778,90.911944,60,4097
468,"Erbil Intl",Erbil,Iraq,EBL,36.237611,43.963158,60,3989
469,"Albany Intl",Albany,"United States",ALB,42.748267,-73.801692,60,3864
470,"Greater Rochester Intl",Rochester,"United States",ROC,43.118866,-77.672389,60,3622
471,Osh,Osh,Kyrgyzstan,OSS,40.608989,72.793269,60,2913
472,"Nnamdi Azikiwe Intl",Abuja,Nigeria,ABV,9.006792,7.263172,60,260
473,"Peshawar Intl",Peshawar,Pakistan,PEW,33.993911,71.514581,60,2219
474,Zhangxiao,Yuncheng,China,YCU,35.018,110.993,58,6430
475,"Baotou Airport",Baotou,China,BAV,40.56,109.997,58,6346
476,Shannon,Shannon,Ireland,SNN,52.701978,-8.924817,58,603
477,"Greenville-Spartanburg International",Greenville,"United States",GSP,34.895556,-82.218889,58,4034
478,"Adi Sutjipto",Yogyakarta,Indonesia,JOG,-7.788181,110.431758,58,3898
479,"Adams Fld","Little Rock","United States",LIT,34.729444,-92.224306,58,3660
480,"Subang-Sultan Abdul Aziz Shah Intl","Kuala Lumpur",Malaysia,SZB,3.130583,101.549333,58,3408
481,Goa,Goa,India,GOI,15.380833,73.831422,58,3007
482,"Le Raizet",Pointe-a-pitre,Guadeloupe,PTP,16.265306,-61.531806,58,2881
483,"Ching Chuang Kang",Taichung,Taiwan,RMQ,24.264668,120.62058,58,2268
484,Yellowknife,Yellowknife,Canada,YZF,62.462778,-114.440278,58,196
485,"Norman Manley Intl",Kingston,Jamaica,KIN,17.935667,-76.7875,58,1779
486,"Des Moines Intl","Des Moines","United States",DSM,41.533972,-93.663083,57,3729
487,Bethel,Bethel,"United States",BET,60.779778,-161.838,57,3599
488,"Alfonso Bonilla Aragon Intl",Cali,Colombia,CLO,3.543222,-76.381583,57,2715
489,"Quebec Jean Lesage Intl",Quebec,Canada,YQB,46.791111,-71.393333,57,111
490,"Harare Intl",Harare,Zimbabwe,HRE,-17.931806,31.092847,57,1005
491,Pyrzowice,Katowice,Poland,KTW,50.474253,19.080019,56,671
492,"Reno Tahoe Intl",Reno,"United States",RNO,39.499108,-119.768108,56,3807
493,"Gerald R Ford Intl","Grand Rapids","United States",GRR,42.880833,-85.522806,56,3685
494,"Gold Coast",Coolangatta,Australia,OOL,-28.164444,153.504722,56,3321
495,Kazan,Kazan,Russia,KZN,55.606186,49.278728,56,2990
496,"Rostov Na Donu",Rostov,Russia,ROV,47.258208,39.818089,56,2964
497,"Port Vila Bauerfield",Port-vila,Vanuatu,VLI,-17.699325,168.319794,56,1997
498,"Philip S W Goldson Intl","Belize City",Belize,BZE,17.539144,-88.308203,56,1957
499,"Trapani Birgi",Trapani,Italy,TPS,37.911403,12.487961,56,1515
500,Inezgane,Agadir,Morocco,AGA,30.381353,-9.546311,56,1064
501,"Tulsa Intl",Tulsa,"United States",TUL,36.198389,-95.888111,55,3855
502,"Theodore Francis Green State",Providence,"United States",PVD,41.732581,-71.420383,55,3641
503,Senou,Bamako,Mali,BKO,12.533544,-7.949944,55,1044
504,"Ndjili Intl",Kinshasa,"Congo (Kinshasa)",FIH,-4.38575,15.444569,55,1020
505,Ivato,Antananarivo,Madagascar,TNR,-18.79695,47.478806,54,918
506,Bromma,Stockholm,Sweden,BMA,59.354372,17.94165,54,738
507,Kurumoch,Samara,Russia,KUF,53.5,50.15,54,4118
508,"Hang Nadim",Batam,Indonesia,BTH,1.121028,104.118753,54,3903
509,"Fairbanks Intl",Fairbanks,"United States",FAI,64.815114,-147.856267,54,3832
510,"Kabul Intl",Kabul,Afghanistan,KBL,34.565853,69.212328,54,2050
511,"Warsaw Modlin",Warsaw,Poland,WMI,52.451111,20.651667,52,8414
512,Langnes,Tromso,Norway,TOS,69.683333,18.918919,52,663
513,"Tunxi International Airport",Huangshan,China,TXN,29.7333,118.256,52,6387
514,"Syracuse Hancock Intl",Syracuse,"United States",SYR,43.111187,-76.106311,52,3745
515,"Kuching Intl",Kuching,Malaysia,KCH,1.484697,110.346933,52,3263
516,Sochi,Sochi,Russia,AER,43.449928,39.956589,52,2965
517,Knevichi,Vladivostok,Russia,VVO,43.398953,132.148017,52,2934
518,"Jose Maria Cordova","Rio Negro",Colombia,MDE,6.164536,-75.423119,52,2745
519,Zadar,Zadar,Croatia,ZAD,44.108269,15.346697,52,1209
520,"Maya Maya",Brazzaville,"Congo (Brazzaville)",BZV,-4.2517,15.253031,51,883
521,"Piedmont Triad",Greensboro,"United States",GSO,36.09775,-79.937306,51,4008
522,"Palm Springs Intl","Palm Springs","United States",PSP,33.829667,-116.506694,51,3839
523,"El Alto Intl","La Paz",Bolivia,LPB,-16.513339,-68.192256,51,2762
524,"Owen Roberts Intl",Georgetown,"Cayman Islands",GCM,19.292778,-81.35775,51,1926
525,"Ordos Ejin Horo",Dongsheng,China,DSN,39.85,110.033,50,6434
526,"Ontario Intl",Ontario,"United States",ONT,34.056,-117.601194,50,3734
527,"Wattay Intl",Vientiane,Laos,VTE,17.988322,102.563256,50,3120
528,"Lamezia Terme",Lamezia,Italy,SUF,38.905394,16.242269,50,1508
529,Benina,Benghazi,Libya,BEN,32.096786,20.269472,50,1154
530,Exeter,Exeter,"United Kingdom",EXT,50.734444,-3.413889,49,552
531,Nome,Nome,"United States",OME,64.512203,-165.445247,49,3615
532,"Leon M Ba",Libreville,Gabon,LBV,0.4586,9.412283,48,970
533,"Yichang Airport",Yichang,China,YIH,30.671,111.441,48,6361
534,"NW Arkansas Regional",Bentonville,"United States",XNA,36.2818694,-94.3068111,48,4356
535,"Honiara International",Honiara,"Solomon Islands",HIR,-9.428,160.054789,48,4074
536,Jinghong,Jinghong,China,JHG,21.973914,100.759611,48,4055
537,Miri,Miri,Malaysia,MYY,4.322014,113.986806,48,3266
538,"Viru Viru Intl","Santa Cruz",Bolivia,VVI,-17.644756,-63.135364,48,2771
539,Ahwaz,Ahwaz,Iran,AWZ,31.337431,48.76195,48,2104
540,"Toussaint Louverture Intl",Port-au-prince,Haiti,PAP,18.58005,-72.292542,48,1897
541,"General Ignacio P Garcia Intl",Hermosillo,Mexico,HMO,29.095858,-111.047858,48,1807
542,Skopje,Skopje,Macedonia,SKP,41.961622,21.621381,48,1737
543,Mediterranee,Montpellier,France,MPL,43.576194,3.963014,48,1359
544,"Rankin Inlet","Rankin Inlet",Canada,YRT,62.81139,-92.115833,48,132
545,"El Paso Intl","El Paso","United States",ELP,31.80725,-106.377583,47,3559
546,"Ponta Delgada","Ponta Delgada",Portugal,PDL,37.741184,-25.69787,47,1633
547,Allgau,Memmingen,Germany,FMM,47.988758,10.2395,46,3986
548,"Savannah Hilton Head Intl",Savannah,"United States",SAV,32.127583,-81.202139,46,3613
549,"Westchester Co","White Plains","United States",HPN,41.066959,-73.707575,46,3589
550,"Brunei Intl","Bandar Seri Begawan",Brunei,BWN,4.9442,114.928353,46,3272
551,Ufa,Ufa,Russia,UFA,54.557511,55.874417,46,2992
552,"Le Lamentin",Fort-de-france,Martinique,FDF,14.591033,-61.003175,46,2878
553,"Grantley Adams Intl",Bridgetown,Barbados,BGI,13.074603,-59.492456,46,2875
554,"Carrasco Intl",Montevideo,Uruguay,MVD,-34.838417,-56.030806,46,2816
555,"La Mesa Intl","San Pedro Sula",Honduras,SAP,15.452639,-87.923556,46,1772
556,Roschino,Tyumen,Russia,TJM,57.189567,65.3243,45,4111
557,"Ralph Wien Mem",Kotzebue,"United States",OTZ,66.884678,-162.59855,45,3693
558,"Daniel Oduber Quiros Intl",Liberia,"Costa Rica",LIR,10.593289,-85.544408,45,1881
559,"Akron Canton Regional Airport",Akron,"United States",CAK,40.9160833,-81.4421944,44,4112
560,"Aden Intl",Aden,Yemen,ADE,12.829542,45.028792,44,3977
561,"Ketchikan Intl",Ketchikan,"United States",KTN,55.355556,-131.71375,44,3808
562,Dresden,Dresden,Germany,DRS,51.132767,13.767161,44,338
563,"Mineralnyye Vody","Mineralnye Vody",Russia,MRV,44.225072,43.081889,44,2962
564,"Zhuliany Intl",Kiev,Ukraine,IEV,50.401694,30.449697,44,2944
565,"Sept Iles",Sept-iles,Canada,YZV,50.223333,-66.265556,44,202
566,Casale,Brindisi,Italy,BDS,40.657633,17.947033,44,1506
567,"Freetown Lungi",Freetown,"Sierra Leone",FNA,8.616444,-13.195489,44,1059
568,"Mianyang Airport",Mianyang,China,MIG,31.4281,104.741,43,6400
569,"Santa Genoveva",Goiania,Brazil,GYN,-16.632033,-49.220686,43,2562
570,"St Johns Intl","St. John's",Canada,YYT,47.61861,-52.751945,43,189
571,Jerez,Jerez,Spain,XRY,36.744622,-6.060111,43,1226
572,"Durban Intl",Durban,"South Africa",DUR,-29.970089,30.950519,42,799
573,Save,Gothenborg,Sweden,GSE,57.774722,11.870372,42,691
574,Lawica,Poznan,Poland,POZ,52.421031,16.826325,42,674
575,"Dayong Airport",Dayong,China,DYG,29.1028,110.443,42,6353
576,Prestwick,Prestwick,"United Kingdom",PIK,55.509444,-4.586667,42,537
577,"Belfast City",Belfast,"United Kingdom",BHD,54.618056,-5.8725,42,467
578,Aktau,Aktau,Kazakhstan,SCO,43.86005,51.091978,42,4367
579,"Husein Sastranegara",Bandung,Indonesia,BDO,-6.900625,107.576294,42,3896
580,Lihue,Lihue,"United States",LIH,21.975983,-159.338958,42,3602
581,"Pensacola Rgnl",Pensacola,"United States",PNS,30.473425,-87.186611,42,3564
582,"Sam Ratulangi",Manado,Indonesia,MDC,1.549447,124.925878,42,3250
583,"Hercilio Luz",Florianopolis,Brazil,FLN,-27.670489,-48.547181,42,2555
584,Pristina,Pristina,Serbia,PRN,42.572778,21.035833,42,1742
585,"Cluj Napoca",Cluj-napoca,Romania,CLJ,46.785167,23.686167,42,1652
586,Aalborg,Aalborg,Denmark,AAL,57.092789,9.849164,41,628
587,"Kona Intl At Keahole",Kona,"United States",KOA,19.738767,-156.045631,41,3514
588,"Boise Air Terminal",Boise,"United States",BOI,43.564361,-116.222861,41,3495
589,"Chinggis Khaan Intl","Ulan Bator",Mongolia,ULN,47.843056,106.766639,41,3380
590,"Gnassingbe Eyadema Intl",Lome,Togo,LFW,6.165611,1.254511,41,298
591,"Kilimanjaro Intl",Kilimanjaro,Tanzania,JRO,-3.429406,37.074461,41,1180
592,"St Denis Gillot",St.-denis,Reunion,RUN,-20.8871,55.510308,40,916
593,"Beihai Airport",Beihai,China,BHY,21.5394,109.294,40,6351
594,"Baden Airpark",Karlsruhe/Baden-Baden,Germany,FKB,48.7793,8.08048,40,4166
595,"Esfahan Shahid Beheshti Intl",Isfahan,Iran,IFN,32.750836,51.861267,40,4150
596,"Xuzhou Guanyin Airport",Xuzhou,China,XUZ,34.16,117.11,40,4149
597,"Ambouli International Airport",Djibouti,Djibouti,JIB,11.5472,43.1594,40,4119
598,"Blue Grass","Lexington KY","United States",LEX,38.0365,-84.605889,40,4017
599,"Manchester Regional Airport","Manchester NH","United States",MHT,42.932556,-71.435667,40,4011
600,"Fresno Yosemite Intl",Fresno,"United States",FAT,36.776194,-119.71814,40,3687
601,"Juneau Intl",Juneau,"United States",JNU,58.354972,-134.576278,40,3492
602,"Wichita Mid Continent",Wichita,"United States",ICT,37.649944,-97.433056,40,3457
603,Balandino,Chelyabinsk,Russia,CEK,55.305836,61.503333,40,2968
604,"M R Stefanik",Bratislava,Slovakia,BTS,48.170167,17.212667,40,1745
605,"Genova Sestri",Genoa,Italy,GOA,44.413333,8.8375,40,1528
606,"Saint Catherine",Calvi,France,CLY,42.530753,8.793189,40,1322
607,"Murcia San Javier",Murcia,Spain,MJV,37.774972,-0.812389,40,1227
608,"Harrisburg Intl",Harrisburg,"United States",MDT,40.193494,-76.763403,39,3542
609,"Del Caribe Intl Gen Santiago Marino",Porlamar,Venezuela,PMV,10.912926,-63.967581,39,2850
610,Reus,Reus,Spain,REU,41.147392,1.167172,39,1236
611,"Zhanjiang Airport",Zhanjiang,China,ZHA,21.2144,110.358,38,6357
612,Bournemouth,Bournemouth,"United Kingdom",BOH,50.78,-1.8425,38,494
613,"Yaounde Nsimalen",Yaounde,Cameroon,NSI,3.722556,11.553269,38,4161
614,"Windhoek Hosea Kutako International Airport ",Windhoek,Namibia,WDH,-22.486667,17.4625,38,4105
615,"Kaunas Intl",Kaunas,Lithuania,KUN,54.963919,24.084778,38,3956
616,"Leite Lopes","Ribeirao Preto",Brazil,RAO,-21.134167,-47.774189,38,2613
617,"Bandar Abbass Intl","Bandar Abbas",Iran,BND,27.218317,56.37785,38,2134
618,Graz,Graz,Austria,GRZ,46.991067,15.439628,38,1609
619,Santander,Santander,Spain,SDR,43.427064,-3.820006,38,1251
620,"Ibn Batouta",Tanger,Morocco,TNG,35.726917,-5.916889,38,1080
621,"Odesa Intl",Odessa,Ukraine,ODS,46.426767,30.676464,37,2947
622,"Hewanorra Intl",Hewandorra,"Saint Lucia",UVF,13.733194,-60.952597,37,2894
623,"Nairobi Wilson",Nairobi,Kenya,WIL,-1.321719,36.814833,37,1147
624,"Yangzhou Taizhou Airport",Yangzhou,China,YTY,32.5617,119.715,36,8876
625,"Pointe Noire",Pointe-noire,"Congo (Brazzaville)",PNR,-4.816028,11.886597,36,886
626,"Yiwu Airport",Yiwu,China,YIW,29.3447,120.032,36,6394
627,"Shubuling Airport",Linyi,China,LYI,35.0461,118.412,36,6385
628,"El Aroui Airport","El Aroui",Morocco,NDR,34.9888,-3.02821,36,5673
629,Iqaluit,Iqaluit,Canada,YFB,63.75639,-68.555832,36,55
630,"Nantong Airport",Nantong,China,NTG,32.0708,120.976,36,5475
631,Guernsey,Guernsey,Guernsey,GCI,49.434956,-2.601969,36,498
632,"Nizhny Novgorod","Nizhniy Novgorod",Russia,GOJ,56.230119,43.784042,36,4274
633,Conakry,Conakry,Guinea,CKY,9.576889,-13.611961,36,4162
634,"Huntsville International Airport-Carl T Jones Field",Huntsville,"United States",HSV,34.6371944,-86.7750556,36,4113
